Data As Of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,Sex,Age Group,Total Deaths
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,30-34 years,189
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,35-39 years,250
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,40-44 years,288
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,45-49 years,521
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,5-9 years,26
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,50-54 years,746
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,55-59 years,1258
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,60-64 years,1594
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,65-69 years,2017
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,70-74 years,2538
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,75-79 years,3034
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,80-84 years,3574
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,85 years and over,11106
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,All Ages,27667
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,F,Unknown,1
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,0 years,218
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,1-4 years,39
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,10-14 years,32
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,15-19 years,149
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,20-24 years,261
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,25-29 years,348
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,30-34 years,383
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,35-39 years,463
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,40-44 years,506
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,45-49 years,782
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,5-9 years,23
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,50-54 years,1209
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,55-59 years,1913
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,60-64 years,2598
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,65-69 years,2897
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,70-74 years,3267
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,75-79 years,3352
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,80-84 years,3533
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,85 years and over,6751
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,All Ages,28727
03/21/2021,12/09/2018,12/15/2018,2018,50,12/15/2018,M,Unknown,3
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,0 years,393
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,1-4 years,62
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,10-14 years,56
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,15-19 years,185
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,20-24 years,325
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,25-29 years,509
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,30-34 years,615
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,35-39 years,705
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,40-44 years,767
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,45-49 years,1223
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,5-9 years,39
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,50-54 years,1930
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,55-59 years,3115
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,60-64 years,4262
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,65-69 years,4995
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,70-74 years,5863
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,75-79 years,6512
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,80-84 years,7209
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,85 years and over,17762
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,All Ages,56530
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,All Sexes,Unknown,3
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,0 years,152
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,1-4 years,32
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,10-14 years,25
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,15-19 years,53
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,20-24 years,81
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,25-29 years,150
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,30-34 years,194
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,35-39 years,251
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,40-44 years,266
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,45-49 years,433
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,5-9 years,22
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,50-54 years,716
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,55-59 years,1246
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,60-64 years,1708
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,65-69 years,2045
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,70-74 years,2571
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,75-79 years,2977
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,80-84 years,3658
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,85 years and over,10904
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,All Ages,27485
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,F,Unknown,1
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,0 years,241
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,1-4 years,30
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,10-14 years,31
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,15-19 years,132
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,20-24 years,244
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,25-29 years,359
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,30-34 years,421
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,35-39 years,454
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,40-44 years,501
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,45-49 years,790
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,5-9 years,17
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,50-54 years,1214
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,55-59 years,1869
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,60-64 years,2554
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,65-69 years,2950
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,70-74 years,3292
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,75-79 years,3535
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,80-84 years,3551
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,85 years and over,6858
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,All Ages,29045
03/21/2021,12/16/2018,12/22/2018,2018,51,12/22/2018,M,Unknown,2
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,0 years,411
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,1-4 years,63
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,10-14 years,51
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,15-19 years,163
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,20-24 years,367
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,25-29 years,496
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,30-34 years,599
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,35-39 years,694
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,40-44 years,828
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,45-49 years,1226
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,5-9 years,39
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,50-54 years,1877
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,55-59 years,3125
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,60-64 years,4288
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,65-69 years,4996
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,70-74 years,5876
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,75-79 years,6493
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,80-84 years,7314
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,85 years and over,17122
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,All Ages,56029
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,All Sexes,Unknown,1
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,0 years,177
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,1-4 years,20
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,10-14 years,22
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,15-19 years,47
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,20-24 years,95
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,25-29 years,134
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,30-34 years,195
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,35-39 years,247
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,40-44 years,298
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,45-49 years,485
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,5-9 years,19
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,50-54 years,745
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,55-59 years,1221
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,60-64 years,1704
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,65-69 years,2073
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,70-74 years,2621
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,75-79 years,2948
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,80-84 years,3739
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,85 years and over,10634
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,All Ages,27425
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,F,Unknown,1
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,0 years,234
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,1-4 years,43
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,10-14 years,29
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,15-19 years,116
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,20-24 years,272
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,25-29 years,362
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,30-34 years,404
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,35-39 years,447
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,40-44 years,530
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,45-49 years,741
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,5-9 years,20
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,50-54 years,1132
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,55-59 years,1904
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,60-64 years,2584
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,65-69 years,2923
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,70-74 years,3255
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,75-79 years,3545
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,80-84 years,3575
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,85 years and over,6488
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,All Ages,28604
03/21/2021,12/23/2018,12/29/2018,2018,52,12/29/2018,M,Unknown,0
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,0 years,395
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,1-4 years,59
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,10-14 years,65
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,15-19 years,186
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,20-24 years,372
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,25-29 years,517
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,30-34 years,620
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,35-39 years,761
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,40-44 years,882
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,45-49 years,1329
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,5-9 years,62
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,50-54 years,2034
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,55-59 years,3271
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,60-64 years,4432
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,65-69 years,5106
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,70-74 years,6087
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,75-79 years,6537
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,80-84 years,7386
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,85 years and over,18198
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,All Ages,58299
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,All Sexes,Unknown,0
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,0 years,166
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,1-4 years,31
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,10-14 years,25
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,15-19 years,49
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,20-24 years,104
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,25-29 years,143
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,30-34 years,194
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,35-39 years,246
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,40-44 years,344
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,45-49 years,529
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,5-9 years,34
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,50-54 years,761
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,55-59 years,1285
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,60-64 years,1804
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,65-69 years,2105
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,70-74 years,2615
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,75-79 years,3101
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,80-84 years,3671
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,85 years and over,11346
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,All Ages,28553
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,F,Unknown,0
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,0 years,229
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,1-4 years,28
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,10-14 years,40
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,15-19 years,137
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,20-24 years,268
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,25-29 years,374
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,30-34 years,426
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,35-39 years,515
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,40-44 years,538
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,45-49 years,800
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,5-9 years,28
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,50-54 years,1273
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,55-59 years,1986
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,60-64 years,2628
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,65-69 years,3001
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,70-74 years,3472
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,75-79 years,3436
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,80-84 years,3715
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,85 years and over,6852
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,All Ages,29746
03/21/2021,12/30/2018,01/05/2019,2019,1,01/05/2019,M,Unknown,0
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,0 years,388
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,1-4 years,66
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,10-14 years,57
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,15-19 years,195
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,20-24 years,354
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,25-29 years,483
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,30-34 years,558
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,35-39 years,773
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,40-44 years,878
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,45-49 years,1210
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,5-9 years,42
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,50-54 years,1941
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,55-59 years,3315
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,60-64 years,4434
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,65-69 years,5233
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,70-74 years,6103
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,75-79 years,6739
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,80-84 years,7432
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,85 years and over,18160
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,All Ages,58365
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,All Sexes,Unknown,4
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,0 years,164
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,1-4 years,27
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,10-14 years,18
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,15-19 years,59
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,20-24 years,98
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,25-29 years,128
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,30-34 years,200
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,35-39 years,264
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,40-44 years,327
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,45-49 years,471
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,5-9 years,14
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,50-54 years,749
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,55-59 years,1318
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,60-64 years,1793
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,65-69 years,2142
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,70-74 years,2749
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,75-79 years,3175
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,80-84 years,3791
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,85 years and over,11168
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,All Ages,28656
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,F,Unknown,1
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,0 years,224
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,1-4 years,39
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,10-14 years,39
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,15-19 years,136
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,20-24 years,256
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,25-29 years,355
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,30-34 years,358
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,35-39 years,509
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,40-44 years,551
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,45-49 years,739
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,5-9 years,28
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,50-54 years,1192
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,55-59 years,1997
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,60-64 years,2641
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,65-69 years,3091
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,70-74 years,3354
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,75-79 years,3564
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,80-84 years,3641
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,85 years and over,6992
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,All Ages,29709
03/21/2021,01/06/2019,01/12/2019,2019,2,01/12/2019,M,Unknown,3
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,0 years,383
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,1-4 years,80
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,10-14 years,54
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,15-19 years,173
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,20-24 years,349
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,25-29 years,445
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,30-34 years,576
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,35-39 years,744
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,40-44 years,789
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,45-49 years,1215
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,5-9 years,38
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,50-54 years,1949
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,55-59 years,3194
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,60-64 years,4342
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,65-69 years,5220
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,70-74 years,6062
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,75-79 years,6745
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,80-84 years,7355
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,85 years and over,18508
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,All Ages,58223
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,All Sexes,Unknown,2
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,F,0 years,164
03/21/2021,01/13/2019,01/19/2019,2019,3,01/19/2019,F,1-4 years,38
